beta_labels,beta_frequency_semantic_phonology,model_names,optimal_nLLs,random_nLLs,N,subject
"[4, 2]","[1.7432592884009344, 3.8416204204230353, -0.13213632598933348]",dynamic pglobal participant,233.84151399253108,279.20291168965997,42,381
"[5, 0]","[1.6066096016347207, 5.037695648382741, -0.18020822447512802]",dynamic plocal simdrop,231.08926103854068,279.20291168965997,42,381
"[5, 1]","[1.6848686749084134, 5.655284333704483, -0.24679498508948478]",dynamic plocal troyer,233.43726145047512,279.20291168965997,42,381
"[5, 2]","[1.7432592884009344, 3.8416204204230353, -0.13213632598933348]",dynamic plocal participant,233.84151399253108,279.20291168965997,42,381
"[6, 0]","[1.6140453304914597, 4.201110670018629, -0.09746612283774483]",dynamic pswitchonly simdrop,234.84749829414181,279.20291168965997,42,381
"[6, 1]","[1.6946421221363386, 4.385217436771283, -0.025305842376624674]",dynamic pswitchonly troyer,240.0718616357157,279.20291168965997,42,381
"[6, 2]","[1.7685481660206561, 3.407093824420427, 1.1239260522753458]",dynamic pswitchonly participant,238.0109482660515,279.20291168965997,42,381
"[1, 0]","[2.0944611581160806, 0.28486069602943576, -2.7043167746262218]",psyrev static simdrop,245.870054269016,259.25984656897003,39,382
"[1, 1]","[2.0944611581160806, 0.28486069602943576, -2.7043167746262218]",psyrev static troyer,245.870054269016,259.25984656897003,39,382
"[1, 2]","[2.0944611581160806, 0.28486069602943576, -2.7043167746262218]",psyrev static participant,245.870054269016,259.25984656897003,39,382
"[2, 0]","[2.0852475285440564, 0.2282076529057383, -1.915264115627214]",psyrev dynamic simdrop,246.13402994750925,259.25984656897003,39,382
"[2, 1]","[1.9840191533166123, 4.21600626678543, -2.3492621004322984]",psyrev dynamic troyer,230.91143551197942,259.25984656897003,39,382
"[2, 2]","[2.0944611581160806, 0.28486069602943576, -2.7043167746262218]",psyrev dynamic participant,245.870054269016,259.25984656897003,39,382
"[3, 0]","[2.063466892733558, 0.297742644918929, -0.10930301365877737]",static plocal simdrop,243.35795828777972,259.25984656897003,39,382
"[3, 1]","[2.063466892733558, 0.297742644918929, -0.10930301365877737]",static plocal troyer,243.35795828777972,259.25984656897003,39,382
"[3, 2]","[2.063466892733558, 0.297742644918929, -0.10930301365877737]",static plocal participant,243.35795828777972,259.25984656897003,39,382
"[4, 0]","[2.0547967238141114, 0.23798776070019503, -0.10900287563241229]",dynamic pglobal simdrop,243.6379888484012,259.25984656897003,39,382
"[4, 1]","[1.9685528126664376, 4.892886172096658, -0.13914464012113875]",dynamic pglobal troyer,226.92941667103187,259.25984656897003,39,382
"[4, 2]","[2.063466892733558, 0.297742644918929, -0.10930301365877737]",dynamic pglobal participant,243.35795828777972,259.25984656897003,39,382
"[5, 0]","[2.0358883785430306, 0.2418023992401448, -0.17459888887809966]",dynamic plocal simdrop,241.71994465097447,259.25984656897003,39,382
"[5, 1]","[2.0015350206892912, 5.5255687091027355, -0.26674606014017155]",dynamic plocal troyer,226.85158572998915,259.25984656897003,39,382
"[5, 2]","[2.063466892733558, 0.297742644918929, -0.10930301365877737]",dynamic plocal participant,243.35795828777972,259.25984656897003,39,382
"[6, 0]","[2.0830894040304964, 0.2281533702170141, 0.0725630494846973]",dynamic pswitchonly simdrop,245.86300698932428,259.25984656897003,39,382
"[6, 1]","[1.9691146968119408, 4.218374497788967, -0.08598021094813885]",dynamic pswitchonly troyer,229.82611403623136,259.25984656897003,39,382
"[6, 2]","[2.0944611581160806, 0.28486069602943576, -2.7043167746262218]",dynamic pswitchonly participant,245.870054269016,259.25984656897003,39,382
"[1, 0]","[2.3766557782063638, 2.551976747655136, -2.411192461234873]",psyrev static simdrop,215.54887928407302,245.96446982184335,37,383
"[1, 1]","[2.3766557782063638, 2.551976747655136, -2.411192461234873]",psyrev static troyer,215.54887928407302,245.96446982184335,37,383
"[1, 2]","[2.3766557782063638, 2.551976747655136, -2.411192461234873]",psyrev static participant,215.54887928407302,245.96446982184335,37,383
"[2, 0]","[2.334730879010877, 3.223148105304716, -1.3993558487440905]",psyrev dynamic simdrop,214.1146139019603,245.96446982184335,37,383
"[2, 1]","[2.2742848607955293, 3.7386402234275566, 0.5806290289593516]",psyrev dynamic troyer,215.2411505947158,245.96446982184335,37,383
"[2, 2]","[2.3766557782063638, 2.551976747655136, -2.411192461234873]",psyrev dynamic participant,215.54887928407302,245.96446982184335,37,383
"[3, 0]","[2.34441121087879, 2.77674379278965, -0.11217743864779053]",static plocal simdrop,212.8499444000921,245.96446982184335,37,383
"[3, 1]","[2.34441121087879, 2.77674379278965, -0.11217743864779053]",static plocal troyer,212.8499444000921,245.96446982184335,37,383
"[3, 2]","[2.34441121087879, 2.77674379278965, -0.11217743864779053]",static plocal participant,212.8499444000921,245.96446982184335,37,383
"[4, 0]","[2.3011366818219416, 3.560710342450254, -0.1206891326990884]",dynamic pglobal simdrop,211.10638356198282,245.96446982184335,37,383
"[4, 1]","[2.2593882338753355, 4.217302715179544, -0.12692132352160676]",dynamic pglobal troyer,212.0421263945371,245.96446982184335,37,383
"[4, 2]","[2.34441121087879, 2.77674379278965, -0.11217743864779053]",dynamic pglobal participant,212.8499444000921,245.96446982184335,37,383
"[5, 0]","[2.3244810886058884, 3.5465953328161604, -0.11577736938785799]",dynamic plocal simdrop,212.07613168209548,245.96446982184335,37,383
"[5, 1]","[2.2795419530509973, 4.442427799102084, -0.18458084101847894]",dynamic plocal troyer,212.86331521451842,245.96446982184335,37,383
"[5, 2]","[2.34441121087879, 2.77674379278965, -0.11217743864779053]",dynamic plocal participant,212.8499444000921,245.96446982184335,37,383
"[6, 0]","[2.3099721601277956, 3.2236846523028246, -0.13523585057672183]",dynamic pswitchonly simdrop,213.13248703988472,245.96446982184335,37,383
"[6, 1]","[2.259996705610716, 3.7392944528633705, -0.09422998087964332]",dynamic pswitchonly troyer,214.08738517015627,245.96446982184335,37,383
"[6, 2]","[2.3766557782063638, 2.551976747655136, -2.411192461234873]",dynamic pswitchonly participant,215.54887928407302,245.96446982184335,37,383
"[1, 0]","[1.486862309131928, 1.6323466769589992, -1.762788813432664]",psyrev static simdrop,256.06208000133233,272.55522331609666,41,384
"[1, 1]","[1.486862309131928, 1.6323466769589992, -1.762788813432664]",psyrev static troyer,256.06208000133233,272.55522331609666,41,384
"[1, 2]","[1.486862309131928, 1.6323466769589992, -1.762788813432664]",psyrev static participant,256.06208000133233,272.55522331609666,41,384
"[2, 0]","[1.3258202679845605, 3.741730231740828, -0.4896077265249076]",psyrev dynamic simdrop,240.68009381413725,272.55522331609666,41,384
"[2, 1]","[1.3291543608889271, 4.795627748347524, -8.429835014744558]",psyrev dynamic troyer,238.61968333424787,272.55522331609666,41,384
"[2, 2]","[1.486862309131928, 1.6323466769589992, -1.762788813432664]",psyrev dynamic participant,256.06208000133233,272.55522331609666,41,384
"[3, 0]","[1.4853225988566385, 1.6388620280185795, -0.006050166495739872]",static plocal simdrop,256.0522962632165,272.55522331609666,41,384
"[3, 1]","[1.4853225988566385, 1.6388620280185795, -0.006050166495739872]",static plocal troyer,256.0522962632165,272.55522331609666,41,384
"[3, 2]","[1.4853225988566385, 1.6388620280185795, -0.006050166495739872]",static plocal participant,256.0522962632165,272.55522331609666,41,384
"[4, 0]","[1.317860773788773, 3.846109776786907, -0.029798063774320212]",dynamic pglobal simdrop,240.44555461467328,272.55522331609666,41,384
"[4, 1]","[1.3176282453570551, 4.973233394928036, -0.03748500527772698]",dynamic pglobal troyer,238.259523195977,272.55522331609666,41,384
"[4, 2]","[1.4853225988566385, 1.6388620280185795, -0.006050166495739872]",dynamic pglobal participant,256.0522962632165,272.55522331609666,41,384
"[5, 0]","[1.3178257476683801, 3.9085366746841532, -0.04731167477325971]",dynamic plocal simdrop,240.23800300724832,272.55522331609666,41,384
"[5, 1]","[1.3042536057835976, 5.652519588852625, -0.16562612904496526]",dynamic plocal troyer,235.86308336945373,272.55522331609666,41,384
"[5, 2]","[1.4853225988566385, 1.6388620280185795, -0.006050166495739872]",dynamic plocal participant,256.0522962632165,272.55522331609666,41,384
"[6, 0]","[1.3280386868374112, 3.7414603133480657, 0.022560161381236413]",dynamic pswitchonly simdrop,240.64634146015152,272.55522331609666,41,384
"[6, 1]","[1.3371249083577226, 4.795108192242594, 0.052442353557519666]",dynamic pswitchonly troyer,238.21699617979849,272.55522331609666,41,384
"[6, 2]","[1.486862309131928, 1.6323466769589992, -1.762788813432664]",dynamic pswitchonly participant,256.06208000133233,272.55522331609666,41,384
"[1, 0]","[2.195437962629867, 4.129641120511204, -3.7489487953417004]",psyrev static simdrop,203.4043199012135,259.25984656897003,39,385
"[1, 1]","[2.195437962629867, 4.129641120511204, -3.7489487953417004]",psyrev static troyer,203.4043199012135,259.25984656897003,39,385
"[1, 2]","[2.195437962629867, 4.129641120511204, -3.7489487953417004]",psyrev static participant,203.4043199012135,259.25984656897003,39,385
"[2, 0]","[2.036481456200695, 4.950681683160829, -3.657636790762431]",psyrev dynamic simdrop,203.97349877000602,259.25984656897003,39,385
"[2, 1]","[2.2337080927183015, 5.601188673762479, -7.051254854738516]",psyrev dynamic troyer,206.16720925974002,259.25984656897003,39,385
"[2, 2]","[2.195437962629867, 4.129641120511204, -3.7489487953417004]",psyrev dynamic participant,203.4043199012135,259.25984656897003,39,385
"[3, 0]","[2.1930483463496313, 4.488373755690562, -0.07806171679146966]",static plocal simdrop,202.0128131223741,259.25984656897003,39,385
"[3, 1]","[2.1930483463496313, 4.488373755690562, -0.07806171679146966]",static plocal troyer,202.0128131223741,259.25984656897003,39,385
"[3, 2]","[2.1930483463496313, 4.488373755690562, -0.07806171679146966]",static plocal participant,202.0128131223741,259.25984656897003,39,385
"[4, 0]","[2.027934498750941, 5.472245403931376, -0.08934861298571939]",dynamic pglobal simdrop,202.2652222964089,259.25984656897003,39,385
"[4, 1]","[2.205158809622138, 6.081988290587268, -0.07739219281483653]",dynamic pglobal troyer,204.91769596566107,259.25984656897003,39,385
"[4, 2]","[2.1930483463496313, 4.488373755690562, -0.07806171679146966]",dynamic pglobal participant,202.0128131223741,259.25984656897003,39,385
"[5, 0]","[2.0393301527492778, 6.096818093120246, -0.1848174718439523]",dynamic plocal simdrop,199.8040306543194,259.25984656897003,39,385
"[5, 1]","[2.2286896238863685, 6.088914199388053, -0.07840280263034893]",dynamic plocal troyer,205.5238646244109,259.25984656897003,39,385
"[5, 2]","[2.1930483463496313, 4.488373755690562, -0.07806171679146966]",dynamic plocal participant,202.0128131223741,259.25984656897003,39,385
"[6, 0]","[2.0409158088951687, 4.950072942580295, 0.04699282037791581]",dynamic pswitchonly simdrop,203.78052274945503,259.25984656897003,39,385
"[6, 1]","[2.210556758399697, 5.601114409287476, -0.07627138324163057]",dynamic pswitchonly troyer,205.5611823196618,259.25984656897003,39,385
"[6, 2]","[2.195437962629867, 4.129641120511204, -3.7489487953417004]",dynamic pswitchonly participant,203.4043199012135,259.25984656897003,39,385
"[1, 0]","[2.068105143278057, 0.6715023673627638, -1.1756796838564196]",psyrev static simdrop,219.4057520155451,232.66909307471667,35,386
"[1, 1]","[2.068105143278057, 0.6715023673627638, -1.1756796838564196]",psyrev static troyer,219.4057520155451,232.66909307471667,35,386
"[1, 2]","[2.068105143278057, 0.6715023673627638, -1.1756796838564196]",psyrev static participant,219.4057520155451,232.66909307471667,35,386
"[2, 0]","[2.0179531339855945, 0.31923844712403127, -1.9771037040072006]",psyrev dynamic simdrop,221.13692161862969,232.66909307471667,35,386
"[2, 1]","[2.0693310426241123, 1.782895784479586, -2.7394825744070257]",psyrev dynamic troyer,217.25999768161955,232.66909307471667,35,386
"[2, 2]","[2.068105143278057, 0.6715023673627638, -1.1756796838564196]",psyrev dynamic participant,219.4057520155451,232.66909307471667,35,386
"[3, 0]","[2.031391794669573, 0.7065892761197357, -0.11101569001596394]",static plocal simdrop,217.1060656348818,232.66909307471667,35,386
"[3, 1]","[2.031391794669573, 0.7065892761197357, -0.11101569001596394]",static plocal troyer,217.1060656348818,232.66909307471667,35,386
"[3, 2]","[2.031391794669573, 0.7065892761197357, -0.11101569001596394]",static plocal participant,217.1060656348818,232.66909307471667,35,386
"[4, 0]","[1.9790608733423332, 0.33079198830169554, -0.10878537063736816]",dynamic pglobal simdrop,218.93654484643812,232.66909307471667,35,386
"[4, 1]","[2.024041135718711, 1.8746807209822696, -0.11282963039780926]",dynamic pglobal troyer,214.86273717631533,232.66909307471667,35,386
"[4, 2]","[2.031391794669573, 0.7065892761197357, -0.11101569001596394]",dynamic pglobal participant,217.1060656348818,232.66909307471667,35,386
"[5, 0]","[1.9901457570502914, 0.331785282687988, -0.11759856881153855]",dynamic plocal simdrop,219.38173232222582,232.66909307471667,35,386
"[5, 1]","[2.0522646571358854, 1.8540460535434937, -0.08223121436205408]",dynamic plocal troyer,216.41048582196734,232.66909307471667,35,386
"[5, 2]","[2.031391794669573, 0.7065892761197357, -0.11101569001596394]",dynamic plocal participant,217.1060656348818,232.66909307471667,35,386
"[6, 0]","[2.0071582298600816, 0.31906514049129925, -0.08971918838007795]",dynamic pswitchonly simdrop,220.6647946936145,232.66909307471667,35,386
"[6, 1]","[2.0376515359479823, 1.7827499170438441, -0.1774120878200855]",dynamic pswitchonly troyer,215.39599563062598,232.66909307471667,35,386
"[6, 2]","[2.068105143278057, 0.6715023673627638, -1.1756796838564196]",dynamic pswitchonly participant,219.4057520155451,232.66909307471667,35,386
"[1, 0]","[3.0613269916966788, 3.3506165279433917, 3.1639874951679707]",psyrev static simdrop,196.75728645963056,245.96446982184335,37,387
"[1, 1]","[3.0613269916966788, 3.3506165279433917, 3.1639874951679707]",psyrev static troyer,196.75728645963056,245.96446982184335,37,387
"[1, 2]","[3.0613269916966788, 3.3506165279433917, 3.1639874951679707]",psyrev static participant,196.75728645963056,245.96446982184335,37,387
"[2, 0]","[2.9535745253011, 4.263226372265562, -24.891147536137616]",psyrev dynamic simdrop,194.43325215505143,245.96446982184335,37,387
"[2, 1]","[2.826705339176449, 4.2040806096602115, -0.6528613793992146]",psyrev dynamic troyer,196.22496600652485,245.96446982184335,37,387
"[2, 2]","[3.0613269916966788, 3.3506165279433917, 3.1639874951679707]",psyrev dynamic participant,196.75728645963056,245.96446982184335,37,387
"[3, 0]","[3.0714329841918784, 3.4630812930542803, -0.0317939451810592]",static plocal simdrop,196.52471551711469,245.96446982184335,37,387
"[3, 1]","[3.0714329841918784, 3.4630812930542803, -0.0317939451810592]",static plocal troyer,196.52471551711469,245.96446982184335,37,387
"[3, 2]","[3.0714329841918784, 3.4630812930542803, -0.0317939451810592]",static plocal participant,196.52471551711469,245.96446982184335,37,387
"[4, 0]","[2.9515490682159067, 4.442465855202289, -0.03842976339510877]",dynamic pglobal simdrop,194.10826487930825,245.96446982184335,37,387
"[4, 1]","[2.830038183335599, 4.389084155969269, -0.03837696097714939]",dynamic pglobal troyer,195.89889607771937,245.96446982184335,37,387
"[4, 2]","[3.0714329841918784, 3.4630812930542803, -0.0317939451810592]",dynamic pglobal participant,196.52471551711469,245.96446982184335,37,387
"[5, 0]","[2.9568445853869374, 4.53159420527805, -0.05674149429534554]",dynamic plocal simdrop,193.92683932081317,245.96446982184335,37,387
"[5, 1]","[2.83465348669472, 4.329989535431881, -0.026504751483095668]",dynamic plocal troyer,196.13183511277734,245.96446982184335,37,387
"[5, 2]","[3.0714329841918784, 3.4630812930542803, -0.0317939451810592]",dynamic plocal participant,196.52471551711469,245.96446982184335,37,387
"[6, 0]","[2.954350660796855, 4.263230851622428, 0.006952241089950038]",dynamic pswitchonly simdrop,194.43009050508232,245.96446982184335,37,387
"[6, 1]","[2.8145034759591656, 4.205162502855038, -0.05676787774681183]",dynamic pswitchonly troyer,195.94431560737846,245.96446982184335,37,387
"[6, 2]","[3.0613269916966788, 3.3506165279433917, 3.1639874951679707]",dynamic pswitchonly participant,196.75728645963056,245.96446982184335,37,387
"[1, 0]","[1.8278940454057788, 2.6971699122850463, -0.7644694382323541]",psyrev static simdrop,238.98895995211157,265.90753494253335,40,388
